ParticipantId,chatbot_conversation_history_personalization,search_history_personalization,email_personalization,device_personalization,chatbot_conversation_history_valuation,search_history_valuation,email_valuation,device_valuation,search_engine_history,popularity_history,content_mod_history,product_recs_history,concerned_pc,trust_pc,privacy_important_pc,concerns_gpt_pc,private_gpt_pc,inaccurate_info_concern,not_understanding_what_AI_can_do_concern,misused_concern,Usage,year_start_using,account_type,role,location,purpose,content,consent,anonymity,privacy,appropriate_score,concern_score
3347,72,10,0,0,,50,0,0,21,16,13,20,95,10,100,72,0,83,86,89,Weekly,2024,ChatGPT Plus,a government agency,China,fighting terrorism,Your conversations with ChatGPT where you sought legal or ethical guidance,asked for consent in advance of the data being collected,anonymized,not removed,77,42
3348,82,29,0,0,100,72,0,0,27,27,54,26,100,58,97,100,9,100,100,100,Daily,2024,ChatGPT Free Subscription,a hospital,China,fighting terrorism,Your conversations with ChatGPT about social life and personal relationships,informed that your data was collected,not anonymized,automatically removed,67,94
3349,100,100,25,17,100,100,14,15,82,3,5,67,73,68,91,22,58,99,65,99,Weekly,2024,ChatGPT Free Subscription,an insurance company,China,creating a public dataset for AI research,Your conversations with ChatGPT where you used the model to help with your job,asked for consent in advance of the data being collected,not anonymized,not removed,11,100
3350,50,11,0,0,0,0,0,0,0,0,12,0,100,0,100,100,0,71,83,100,Weekly,2024,ChatGPT Free Subscription,a hospital,China,assessing mental health,Your conversations with ChatGPT where you sought legal or ethical guidance,asked for consent in advance of the data being collected,not anonymized,automatically removed,55,94
3351,75,0,40,0,50,0,50,0,0,0,0,0,100,0,100,100,0,100,80,100,Weekly,2025,ChatGPT Plus,a government agency,the US,personalizing advertising,Your conversations with ChatGPT where you sought legal or ethical guidance,asked for consent in advance of the data being collected,not anonymized,not removed,0,100
3352,50,0,0,0,70,0,0,0,50,0,50,0,100,50,100,90,30,100,70,100,Weekly,2023 or earlier,ChatGPT Free Subscription,a hospital,China,predicting human behavior,All of your conversations with ChatGPT,asked for consent in advance of the data being collected,anonymized,not removed,0,100
3353,70,29,28,29,69,26,24,25,61,28,62,62,30,50,71,29,49,39,,63,Monthly,2024,ChatGPT Free Subscription,a hospital,the European Union,assessing mental health,Your conversations with ChatGPT about social life and personal relationships,informed that your data was collected,not anonymized,automatically removed,70,39
3354,55,60,5,60,60,60,10,60,40,35,30,45,10,85,80,10,80,4,5,5,Weekly,2024,No Account,an insurance company,the US,fighting terrorism,All of your conversations with ChatGPT,informed that your data was collected,anonymized,not removed,60,30
3355,75,50,50,50,75,50,50,50,60,50,50,60,60,40,100,50,50,70,50,60,Weekly,2024,ChatGPT Free Subscription,a big tech company,the European Union,improving user experience with AI,Your conversations with ChatGPT about your personal health and wellness,asked for consent in advance of the data being collected,anonymized,not removed,30,70
3356,68,74,39,40,50,50,50,50,81,50,62,81,50,60,71,51,30,84,60,77,Daily,2023 or earlier,ChatGPT Free Subscription,a charitable foundation,the US,fighting terrorism,Your conversations with ChatGPT about social life and personal relationships,not informed that your data was collected,not anonymized,automatically removed,36,84
3357,64,0,0,0,55,0,0,0,32,0,0,0,86,45,100,85,47,88,94,94,Weekly,2024,ChatGPT Free Subscription,a hospital,the European Union,training future AI models,Your conversations with ChatGPT about social life and personal relationships,not informed that your data was collected,anonymized,not removed,5,100
3358,87,88,0,0,50,50,0,0,72,42,60,50,100,43,100,68,44,58,86,100,Less than Monthly,2024,ChatGPT Free Subscription,a charitable foundation,the US,personalizing advertising,Your conversations with ChatGPT about social life and personal relationships,asked for consent in advance of the data being collected,not anonymized,automatically removed,62,68
3359,78,8,0,0,100,0,0,50,25,16,76,68,71,90,100,25,29,82,100,100,Weekly,2024,ChatGPT Plus,a university computer science researcher,the US,assessing mental health,Your conversations with ChatGPT where you used the model to help with your job,informed that your data was collected,not anonymized,automatically removed,64,74
3360,80,22,40,17,82,41,31,22,65,30,32,71,70,40,90,85,25,75,60,75,Monthly,2024,No Account,a university computer science researcher,China,assessing mental health,Your conversations with ChatGPT about your personal health and wellness,asked for consent in advance of the data being collected,not anonymized,not removed,18,83
3361,40,0,0,0,0,0,0,0,0,0,0,0,72,28,100,81,0,60,50,79,Weekly,2024,ChatGPT Free Subscription,a big tech company,the US,personalizing advertising,Your conversations with ChatGPT about your personal health and wellness,informed that your data was collected,anonymized,not removed,0,100
3362,100,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,0,100,50,100,Weekly,2025,No Account,a university social science researcher,China,training future AI models,Your conversations with ChatGPT where you used the model to help with your job,not informed that your data was collected,anonymized,automatically removed,0,100
3363,60,0,0,0,0,0,0,0,30,50,40,80,70,30,90,80,21,40,30,60,Weekly,2025,No Account,a hospital,China,fighting terrorism,Your conversations with ChatGPT about your personal health and wellness,informed that your data was collected,anonymized,automatically removed,70,40
3364,70,30,20,0,50,30,0,0,70,0,0,70,100,50,100,80,50,70,80,90,Daily,2023 or earlier,ChatGPT Free Subscription,a charitable foundation,the US,creating a public dataset for AI research,Your conversations with ChatGPT about your personal health and wellness,not informed that your data was collected,not anonymized,automatically removed,10,90
3365,81,71,50,12,72,52,25,3,70,0,0,16,100,29,100,60,29,60,81,53,Weekly,2023 or earlier,ChatGPT Free Subscription,an insurance company,the European Union,personalizing advertising,All of your conversations with ChatGPT,asked for consent in advance of the data being collected,not anonymized,not removed,28,72
3366,84,22,83,69,92,74,83,83,80,0,1,89,78,50,96,66,58,98,78,92,Monthly,2024,ChatGPT Free Subscription,a big tech company,China,studying AI risks to society,Your conversations with ChatGPT about your personal health and wellness,not informed that your data was collected,not anonymized,not removed,2,95
3367,71,28,16,0,80,31,12,5,28,50,60,54,75,50,93,71,23,69,84,74,Monthly,2024,ChatGPT Plus,a charitable foundation,China,studying AI risks to society,All of your conversations with ChatGPT,not informed that your data was collected,not anonymized,not removed,65,91
3368,65,38,19,14,45,20,8,16,29,15,21,63,76,51,88,53,58,79,79,56,Monthly,2024,ChatGPT Free Subscription,a charitable foundation,China,studying AI risks to society,All of your conversations with ChatGPT,informed that your data was collected,anonymized,not removed,60,82
3369,60,80,83,29,75,32,20,69,41,61,72,62,80,36,97,71,50,63,72,76,Weekly,2024,No Account,a charitable foundation,China,predicting human behavior,Your conversations with ChatGPT where you used the model to help with your job,informed that your data was collected,anonymized,not removed,22,80
3370,62,60,23,27,63,64,35,39,64,74,32,61,79,30,72,63,35,56,63,67,Daily,2023 or earlier,ChatGPT Free Subscription,a university social science researcher,China,studying AI risks to society,Your conversations with ChatGPT about social life and personal relationships,not informed that your data was collected,anonymized,not removed,19,75
3371,31,14,10,16,0,3,7,2,82,58,50,91,8,38,100,5,16,57,87,86,Weekly,2023 or earlier,ChatGPT Free Subscription,a charitable foundation,China,personalizing advertising,Your conversations with ChatGPT about social life and personal relationships,informed that your data was collected,not anonymized,automatically removed,99,1
3372,84,95,18,77,83,82,81,94,76,0,81,70,84,21,85,93,10,69,62,77,Daily,2024,ChatGPT Free Subscription,an insurance company,the European Union,assessing mental health,Your conversations with ChatGPT about social life and personal relationships,not informed that your data was collected,not anonymized,automatically removed,30,75
3373,97,99,26,25,88,81,28,28,100,28,67,92,20,81,61,81,9,65,83,72,Daily,2024,ChatGPT Free Subscription,a charitable foundation,China,personalizing advertising,Your conversations with ChatGPT about your personal health and wellness,not informed that your data was collected,anonymized,not removed,38,100
3374,20,0,0,0,20,5,5,0,25,0,0,0,85,35,100,100,15,75,85,100,Less than Monthly,2024,No Account,an insurance company,China,assessing mental health,Your conversations with ChatGPT about social life and personal relationships,not informed that your data was collected,anonymized,not removed,0,100
3375,70,10,0,0,70,10,0,0,65,75,65,60,70,75,80,55,55,90,56,90,Weekly,2023 or earlier,ChatGPT Free Subscription,a big tech company,the US,predicting human behavior,Your conversations with ChatGPT where you used the model to help with your job,not informed that your data was collected,anonymized,not removed,0,100
3376,53,58,33,39,57,56,37,38,78,74,73,80,38,60,83,19,71,50,50,50,Daily,2024,ChatGPT Free Subscription,a charitable foundation,China,improving user experience with AI,Your conversations with ChatGPT about social life and personal relationships,informed that your data was collected,not anonymized,automatically removed,59,42
3377,80,10,0,0,80,10,0,0,40,10,40,40,90,70,100,70,10,100,100,100,Less than Monthly,2024,ChatGPT Free Subscription,a government agency,China,predicting human behavior,Your conversations with ChatGPT about social life and personal relationships,not informed that your data was collected,not anonymized,automatically removed,0,100
3378,21,15,0,1,0,0,0,0,63,56,59,24,29,38,32,67,4,87,77,62,Less than Monthly,2025,ChatGPT Free Subscription,a university computer science researcher,the European Union,personalizing advertising,Your conversations with ChatGPT where you used the model to help with your job,informed that your data was collected,anonymized,not removed,20,100
3379,100,100,100,100,100,100,100,100,100,100,100,100,100,50,100,50,50,100,100,100,Weekly,2023 or earlier,ChatGPT Free Subscription,a charitable foundation,China,predicting human behavior,Your conversations with ChatGPT about social life and personal relationships,informed that your data was collected,anonymized,automatically removed,100,0
3380,89,26,50,32,82,34,16,21,87,70,66,72,88,32,87,78,50,75,87,70,Daily,2023 or earlier,ChatGPT Free Subscription,a university social science researcher,the US,creating a public dataset for AI research,Your conversations with ChatGPT where you used the model to help with your job,not informed that your data was collected,anonymized,automatically removed,45,60
3381,60,30,0,0,75,30,0,0,10,0,0,5,100,20,100,100,0,90,60,80,Daily,2024,ChatGPT Free Subscription,a big tech company,China,personalizing advertising,Your conversations with ChatGPT about your personal health and wellness,not informed that your data was collected,not anonymized,not removed,0,100
3382,59,54,34,30,58,56,58,58,57,59,55,82,70,65,91,69,38,67,95,68,Daily,2023 or earlier,ChatGPT Plus,a hospital,the European Union,assessing mental health,Your conversations with ChatGPT where you used the model to help with your job,asked for consent in advance of the data being collected,not anonymized,automatically removed,44,39
3383,65,71,0,70,26,0,0,4,80,78,80,66,69,100,100,72,81,73,100,100,Daily,2024,ChatGPT Pro,an insurance company,the European Union,personalizing advertising,Your conversations with ChatGPT where you sought legal or ethical guidance,informed that your data was collected,not anonymized,not removed,34,82
3384,71,79,28,62,26,3,1,4,75,77,83,14,75,100,100,90,81,93,97,83,Daily,2023 or earlier,ChatGPT Plus,a government agency,China,predicting human behavior,Your conversations with ChatGPT where you sought legal or ethical guidance,asked for consent in advance of the data being collected,anonymized,not removed,72,0
